@relation 'customer_churn-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-R3,6,7,10,12-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.instance.Resample-B0.0-S1-Z60.0'

@attribute CashbackAmount numeric
@attribute DaySinceLastOrder numeric
@attribute OrderCount numeric
@attribute CouponUsed numeric
@attribute OrderAmountHikeFromlastYear numeric
@attribute Complain numeric
@attribute NumberOfAddress numeric
@attribute MaritalStatus=Married numeric
@attribute MaritalStatus=Divorced numeric
@attribute MaritalStatus=Single numeric
@attribute SatisfactionScore numeric
@attribute PreferedOrderCat=Grocery numeric
@attribute PreferedOrderCat=Fashion numeric
@attribute PreferedOrderCat=Others numeric
@attribute 'PreferedOrderCat=Mobile Phone' numeric
@attribute PreferedOrderCat=Mobile numeric
@attribute 'PreferedOrderCat=Laptop & Accessory' numeric
@attribute NumberOfDeviceRegistered numeric
@attribute HourSpendOnApp numeric
@attribute Gender=Male numeric
@attribute 'PreferredPaymentMode=Credit Card' numeric
@attribute PreferredPaymentMode=COD numeric
@attribute 'PreferredPaymentMode=E wallet' numeric
@attribute 'PreferredPaymentMode=Cash on Delivery' numeric
@attribute PreferredPaymentMode=CC numeric
@attribute PreferredPaymentMode=UPI numeric
@attribute 'PreferredPaymentMode=Debit Card' numeric
@attribute WarehouseToHome numeric
@attribute CityTier numeric
@attribute PreferredLoginDevice=Computer numeric
@attribute PreferredLoginDevice=Phone numeric
@attribute 'PreferredLoginDevice=Mobile Phone' numeric
@attribute Tenure numeric
@attribute Churn {0,1}

@data
165,11,3,0,13,0,2,1,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,7,1,0,0,1,10,0
185,6,1,1,11,0,1,1,0,0,2,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,15,1,0,0,1,7,0
150,8,2,1,23,0,6,1,0,0,2,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,1,35,1,0,0,1,3,0
297,7,6,3,15.707922,0,5,1,0,0,3,1,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,9,1,0,0,1,21,0
152,2,2,2,19,0,3,1,0,0,1,0,0,0,1,0,0,5,4,1,0,0,0,0,0,0,1,14,1,0,0,1,9,0
189,8,8,2,15,0,10,1,0,0,3,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,1,23,3,0,0,1,22,0
155,18,13,4,13,0,3,1,0,0,5,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,1,21,1,0,0,1,11,0
181,13,1,0,13,0,1,0,0,1,4,0,1,0,0,0,0,3,3,1,0,1,0,0,0,0,0,11,1,0,0,1,8,0
166,3,2,2,15,0,6,1,0,0,5,0,0,0,0,0,1,4,4,1,0,1,0,0,0,0,0,7,1,1,0,0,6,0
299,4,2,1,15.707922,0,11,1,0,0,1,1,0,0,0,0,0,4,4,1,1,0,0,0,0,0,0,7,1,0,0,1,24,0
155,3,2,1,13,0,3,0,0,1,3,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,1,10,1,0,0,1,1,0
188,1,2,2,20,0,6,1,0,0,3,0,0,0,0,0,1,5,4,1,0,0,1,0,0,0,0,23,3,0,0,1,11,0
139,2,1,1,11,0,3,1,0,0,4,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,10,3,0,1,0,5,0
161,0,1,1,17,0,3,1,0,0,3,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,13,1,0,0,1,24,0
112,1,1,0,22,0,2,0,1,0,3,0,0,0,1,0,0,3,2,1,0,0,0,0,0,0,1,6,1,0,0,1,10.189899,0
155,4,1,0,11,1,10,1,0,0,5,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,25,1,0,0,1,27,0
263,17,4,1.751023,14,0,3,0,1,0,3,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,32,3,0,0,1,24,0
219,4.543491,3,3,12,0,4,0,0,1,1,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,25,1,1,0,0,9,0
217,4.543491,2,1,13,0,6,1,0,0,1,0,0,0,0,0,1,4,4,1,0,0,1,0,0,0,0,14,3,0,0,1,6,0
160,2,2,1,12,0,6,0,0,1,1,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,1,9,3,0,0,1,7,0
150,6,2,1,15,0,6,1,0,0,4,0,0,0,1,0,0,5,4,0,1,0,0,0,0,0,0,9,1,1,0,0,12,0
156,8,2,1,16,0,7,1,0,0,4,0,0,0,0,0,1,4,3,1,0,1,0,0,0,0,0,11,1,1,0,0,7,0
168,1,1,1,12,1,2,1,0,0,5,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,17,1,0,0,1,4,0
194,2,2,2,11,0,3,0,0,1,1,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,24,1,1,0,0,8,0
152,5,2,1,12,1,3,0,1,0,2,0,0,0,1,0,0,3,3,1,1,0,0,0,0,0,0,30,1,0,0,1,1,0
175,8,2,2,15,1,6,0,0,1,3,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,9,1,1,0,0,6,0
112,0,1,1,14,0,2,0,0,1,1,0,0,0,1,0,0,3,3,1,0,0,0,0,0,0,1,21,1,0,0,1,10.189899,0
147,5,2,1,14,0,6,0,0,1,5,0,0,0,0,0,1,5,3,1,0,1,0,0,0,0,0,9,1,0,1,0,6,0
166,4,1,0,18,0,2,1,0,0,3,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,16,3,0,0,1,3,0
133,0,1,1,20,1,5,0,1,0,4,0,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,15,1,0,1,0,30,0
123,3,2,2,20,1,1,0,0,1,2,0,0,0,0,1,0,4,2,0,0,0,0,0,1,0,0,15.639896,1,0,1,0,13,0
141,2,2,2,13,0,2,0,1,0,2,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,8,1,0,1,0,15,0
194,3,1,0,16,0,8,1,0,0,5,0,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,6,1,0,0,1,19,0
149,8,2,1,24,0,1,1,0,0,3,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,7,1,0,1,0,30,0
260,4,3.008004,1,19,0,2,0,0,1,4,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,8,3,0,0,1,14,0
163,3,2,2,22,0,5,0,1,0,3,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,1,7,1,0,0,1,4,0
179,4,2,1,20,0,4,1,0,0,5,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,7,3,1,0,0,7,0
265,11,2,1.751023,12,1,3,1,0,0,4,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,1,12,2,0,0,1,25,0
135,2,1,1,18,0,4,0,0,1,1,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,19,1,0,1,0,6,0
143,4,1,0,22,1,6,1,0,0,5,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,13,1,0,1,0,10,0
192,3,2,1,19,0,7,1,0,0,1,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,22,1,1,0,0,6,0
289,14,4,1.751023,11,0,6,1,0,0,3,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,1,8,1,0,0,1,15,0
198,7,2,2,14,0,3,0,1,0,4,0,1,0,0,0,0,4,4,1,0,0,1,0,0,0,0,7,3,0,0,1,9,0
166,5,1,1,13,1,5,0,0,1,1,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,8,3,0,0,1,4,0
152,8,2,2,15,0,4,0,0,1,4,0,0,0,1,0,0,4,4,1,0,1,0,0,0,0,0,12,1,1,0,0,6,0
131,7,1,0,15,0,6,1,0,0,4,0,0,0,0,0,1,3,2.931535,1,0,1,0,0,0,0,0,10,1,1,0,0,6,0
143,0,1,1,12,0,6,1,0,0,3,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,35,3,0,1,0,0,0
199,8,2,2,12,0,3,0,1,0,5,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,1,7,1,0,0,1,1,0
182,3,2,2,15,1,3,1,0,0,3,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,25,1,1,0,0,9,0
304,3,3,1,15.707922,0,4,1,0,0,5,1,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,9,1,1,0,0,24,0
158,2,1,0,17,0,4,1,0,0,3,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,25,1,0,0,1,10,0
125,2,2,2,13,0,5,1,0,0,3,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,1,15.639896,1,0,1,0,9,0
279,3,2,1.751023,12,0,9,1,0,0,5,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,7,1,0,0,1,22,0
271,10,11,1.751023,14,1,2,0,1,0,5,1,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,16,1,0,0,1,12,0
228,4.543491,12,5,21,0,6,0,1,0,2,0,1,0,0,0,0,4,4,1,0,0,0,1,0,0,0,27,1,0,0,1,14,0
161,4,1,0,16,1,4,0,0,1,3,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,16,1,0,0,1,8,0
151,0,1,0,14,0,7,0,0,1,3,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,22,1,1,0,0,13,0
178,9,1,1,20,0,3,0,0,1,2,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,24,1,1,0,0,9,0
159,8,6,4,13,0,8,0,0,1,5,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,7,2,0,0,1,20,0
166,3,2,2,15,0,6,1,0,0,5,0,0,0,0,0,1,4,4,1,0,1,0,0,0,0,0,7,1,1,0,0,6,0
165,3,3,1,16,1,5,1,0,0,5,0,0,0,1,0,0,4,2,0,1,0,0,0,0,0,0,30,1,0,0,1,9,0
139,2,1,1,13,0,2,1,0,0,5,0,0,0,1,0,0,3,3,1,1,0,0,0,0,0,0,35,1,0,1,0,0,0
178,8,2,2,17,0,5,1,0,0,3,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,1,23,1,0,0,1,1,0
125,2,1,0,12,1,2,0,0,1,4,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,15.639896,1,0,1,0,0,0
292,11,9,1.751023,14,0,5,1,0,0,3,0,0,1,0,0,0,5,2,0,1,0,0,0,0,0,0,8,1,0,0,1,28,0
152,3,1,1,12,0,6,1,0,0,3,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,14,1,0,0,1,5,0
125,2,1,0,19,0,2,0,0,1,5,0,0,0,0,1,0,4,3,1,0,0,0,0,1,0,0,15.639896,1,0,1,0,8,0
154,0,1,0,16,0,5,1,0,0,5,0,0,0,0,0,1,4,2,0,0,0,1,0,0,0,0,17,3,0,0,1,29,0
158,4,1,1,14,1,2,0,0,1,5,0,0,0,0,0,1,5,2,0,1,0,0,0,0,0,0,11,1,0,0,1,18,0
296,2,2,1,15.707922,0,10,1,0,0,1,0,0,1,0,0,0,3,2,1,1,0,0,0,0,0,0,6,1,0,0,1,19,0
200,10,2,2,18,0,3,1,0,0,3,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,1,18,1,0,0,1,17,0
234,9,3.008004,11,26,0,2,0,0,1,3,0,1,0,0,0,0,4,4,0,0,0,0,1,0,0,0,9,1,1,0,0,13,0
146,8,1,0,12,0,2,1,0,0,5,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,23,1,0,1,0,1,0
233,11,3.008004,1,15,0,6,1,0,0,5,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,1,23,1,0,0,1,23,0
185,3,3,3,13,0,7,0,0,1,1,0,0,0,0,0,1,6,3,0,0,0,0,0,0,0,1,10,3,0,0,1,8,0
145,2,1,1,12,1,1,0,0,1,5,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,8,3,0,1,0,7,0
247,8,3.008004,2,15,1,3,1,0,0,1,0,1,0,0,0,0,4,3,1,0,0,0,0,0,1,0,18,1,1,0,0,11,0
150,10,4,2,22,0,6,0,0,1,3,0,0,0,1,0,0,4,4,1,1,0,0,0,0,0,0,9,1,0,0,1,10,0
198,3,1,1,21,0,5,1,0,0,3,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,1,10,2,0,0,1,18,0
168,2,2,0,18,0,4,0,1,0,2,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,1,21,3,1,0,0,16,0
123,2,1,1,14,0,1,0,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,26,1,0,1,0,10.189899,0
163,4,2,1,13,0,11,1,0,0,1,0,0,0,1,0,0,5,4,1,0,0,0,0,0,0,1,12,1,1,0,0,4,0
169,4,2,1,15,0,2,0,1,0,5,0,0,0,0,0,1,4,3,1,1,0,0,0,0,0,0,14,3,1,0,0,7,0
176,0,9,8,13,0,2,1,0,0,3,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,8,3,0,0,1,9,0
128,7,5,3,12,0,4,1,0,0,3,0,0,0,0,1,0,4,2.931535,1,0,0,0,0,0,0,1,8,1,0,1,0,7,0
189,5,2,2,21,0,3,1,0,0,4,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,7,1,1,0,0,1,0
139,8,1,1,21,0,2,0,0,1,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,1,0,8,2,1,0,0,9,0
0,0,1,1,21,0,1,1,0,0,5,0,0,0,0,0,1,5,2,0,1,0,0,0,0,0,0,33,1,0,0,1,1,0
167,4,5,2,16,0,2,0,0,1,3,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,1,29,1,0,0,1,9,0
151,0,1,1,14,0,4,1,0,0,5,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,14,1,0,0,1,7,0
193,3,1,1,12,0,4,1,0,0,4,0,1,0,0,0,0,3,2,1,0,1,0,0,0,0,0,35,3,0,0,1,7,0
253,9,3.008004,1,17,1,3,1,0,0,2,0,1,0,0,0,0,5,3,1,0,0,0,1,0,0,0,12,1,0,0,1,1,0
147,9,6,0,11,0,10,1,0,0,3,0,0,0,0,0,1,3,2,1,0,0,1,0,0,0,0,6,3,0,1,0,8,0
127,1,1,1,18,0,2,1,0,0,1,0,0,0,0,1,0,4,2.931535,1,0,0,0,0,0,0,1,13,1,0,1,0,8,0
309,10,15,1,15.707922,0,3,1,0,0,2,0,0,1,0,0,0,4,4,1,0,0,0,0,0,0,1,15,1,1,0,0,16,0
144,2,3,2,15,0,2,1,0,0,3,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,23,1,0,1,0,0,0
135,2,1,1,12,0,6,1,0,0,4,0,0,0,0,1,0,4,3,1,0,1,0,0,0,0,0,28,1,0,1,0,28,0
321,11,12,1,15.707922,0,7,0,1,0,5,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,1,14,1,0,0,1,31,0
154,2,3,1,12,0,3,1,0,0,1,0,0,0,1,0,0,5,4,1,1,0,0,0,0,0,0,14,1,0,0,1,1,0
199,8,2,2,12,0,3,0,1,0,5,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,1,7,1,0,0,1,1,0
150,7,1,1,14,1,5,0,0,1,3,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,8,1,1,0,0,5,0
134,2,1,1,11,0,2,0,0,1,3,0,0,0,0,1,0,3,2,1,0,1,0,0,0,0,0,28,3,0,1,0,0,0
150,2,1,0,21,0,1,1,0,0,3,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,9,3,0,0,1,0,0
170,0,1,0,22,1,5,1,0,0,4,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,0,8,1,0,0,1,9,0
128,2,1,1,11,1,4,0,0,1,5,0,0,0,0,1,0,4,2.931535,1,0,0,0,0,0,1,0,6,1,0,1,0,6,0
252,9,3.008004,10,17,0,3,1,0,0,1,1,0,0,0,0,0,5,4,0,0,0,0,0,0,0,1,7,1,0,0,1,13,0
130,2,1,0,12,0,2,0,0,1,3,0,0,0,0,1,0,4,2.931535,1,0,0,0,0,0,0,1,5,1,0,1,0,0,0
161,3,2,1,19,0,6,0,0,1,3,0,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,18,1,0,0,1,11,0
158,4,4,2,11,1,2,0,1,0,2,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,16,3,0,0,1,0,0
152,9,11,11,11,1,2,1,0,0,4,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,14,3,0,0,1,5,0
177,5,2,1,21,0,4,0,0,1,1,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,0,31,1,1,0,0,5,0
152,8,2,2,25,0,3,1,0,0,3,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,1,30,1,0,0,1,3,0
169,6,5,1,16,0,3,1,0,0,5,0,0,0,0,0,1,5,3,1,0,0,1,0,0,0,0,33,3,1,0,0,19,0
132,3,1,0,14,0,4,0,0,1,3,0,0,0,0,1,0,4,2.931535,1,0,0,0,0,0,0,1,11,1,1,0,0,17,0
122,4,1,0,21,0,3,1,0,0,5,0,0,0,0,1,0,3,3,1,0,0,0,0,0,0,1,15,1,0,1,0,10.189899,0
270,9,15,1.751023,23,0,9,0,1,0,5,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,8,3,0,0,1,19,0
191,2,1,0,19,1,3,1,0,0,1,0,1,0,0,0,0,4,3,0,0,0,1,0,0,0,0,16,3,0,0,1,5,0
177,4,2,2,13,0,7,1,0,0,3,0,0,0,0,0,1,2,4,0,1,0,0,0,0,0,0,15,1,0,0,1,6,0
140,2,1,0,19,1,7,1,0,0,3,0,0,0,1,0,0,3,2,1,0,0,0,0,0,1,0,8,1,0,1,0,0,0
131,7,1,0,15,0,1,1,0,0,3,0,0,0,0,0,1,4,2.931535,1,0,0,0,0,1,0,0,9,1,0,1,0,12,0
138,0,1,1,11,0,8,0,0,1,3,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,14,1,0,1,0,27,0
222,4.543491,2,1,14,1,4,1,0,0,1,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,1,11,3,0,0,1,8,0
177,8,2,2,18,0,3,1,0,0,3,0,0,0,0,0,1,2,4,1,0,0,0,0,0,0,1,9,1,1,0,0,1,0
148,4,3,1,21,1,2,0,0,1,1,0,0,0,1,0,0,5,3,0,1,0,0,0,0,0,0,9,1,0,1,0,14,0
164,3,2,1,12,1,7,0,0,1,1,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,9,1,0,0,1,12,0
219,4.543491,1,0,23,1,2,0,1,0,5,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,23,1,0,0,1,3,0
203,10,2,1,21,0,4,0,0,1,1,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,25,1,1,0,0,10,0
274,0,6,1.751023,11,0,2,0,0,1,3,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,23,3,1,0,0,6,0
179,1,2,1,13,0,2,1,0,0,1,0,0,0,0,0,1,5,3,0,1,0,0,0,0,0,0,8,1,0,0,1,9,0
125,2,2,2,13,0,2,0,1,0,3,0,0,0,0,1,0,4,2,1,0,0,0,0,0,0,1,15.639896,1,0,1,0,0,0
169,3,1,1,12,0,8,1,0,0,4,0,0,0,0,0,1,4,2,0,0,1,0,0,0,0,0,16,3,0,0,1,13,0
123,2,2,0,16,1,2,1,0,0,4,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,1,15.639896,1,0,1,0,0,0
136,2,1,1,18,0,5,0,0,1,3,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,17,1,0,1,0,10,0
0,14,14,10,22,0,5,1,0,0,4,1,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,8,3,1,0,0,30,0
138,4,1,0,11,0,2,1,0,0,4,0,0,0,1,0,0,3,2,1,1,0,0,0,0,0,0,6,1,0,1,0,0,0
145,3,3,1,19,0,8,1,0,0,4,0,0,0,1,0,0,4,3,1,1,0,0,0,0,0,0,16,1,1,0,0,1,0
188,5,2,1,17,0,9,1,0,0,2,0,0,0,0,0,1,4,4,1,1,0,0,0,0,0,0,12,1,0,0,1,11,0
169,1,2,2,14,1,5,0,1,0,2,0,0,0,0,0,1,5,4,0,1,0,0,0,0,0,0,33,1,1,0,0,14,0
155,3,2,1,15,0,2,0,0,1,4,0,0,0,1,0,0,4,3,1,0,0,1,0,0,0,0,14,3,0,0,1,4,0
167,3,2,1,12,0,3,1,0,0,3,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,27,1,0,0,1,5,0
145,1,2,1,14,0,3,0,1,0,4,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,1,20,3,1,0,0,1,0
295,1,1,1,15.707922,1,5,0,1,0,2,0,0,1,0,0,0,3,2,1,0,0,0,0,0,1,0,9,1,0,0,1,17,0
189,1,2,1,13,0,5,0,1,0,5,0,0,0,0,0,1,5,4,1,0,0,0,0,0,1,0,9,2,0,0,1,5,0
321,3,3,2,15.707922,0,11,1,0,0,2,0,0,1,0,0,0,4,3,1,1,0,0,0,0,0,0,7,1,0,0,1,20,0
299,4,4,2,15.707922,0,4,0,0,1,4,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,1,17,1,0,0,1,23,0
149,3,2,2,12,1,3,0,0,1,5,0,0,0,1,0,0,4,3,1,1,0,0,0,0,0,0,12,3,0,1,0,1,0
152,9,3,3,19,0,3,1,0,0,2,0,0,0,1,0,0,6,4,1,0,0,0,0,0,0,1,7,1,1,0,0,3,0
147,2,1,0,13,0,2,0,0,1,1,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,16,3,0,1,0,0,0
174,7,7,6,12,0,2,1,0,0,4,0,1,0,0,0,0,3,3,1,0,1,0,0,0,0,0,6,1,0,0,1,18,0
165,6,2,2,13,0,3,1,0,0,5,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,1,12,1,1,0,0,1,0
188,8,2,1,19,0,5,0,1,0,2,0,0,0,0,0,1,4,3,1,0,1,0,0,0,0,0,36,1,0,0,1,12,0
168,3,3,3,21,1,5,0,0,1,3,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,10,1,0,0,1,12,0
157,10,5,1,14,0,4,1,0,0,4,0,0,0,0,0,1,3,3,0,0,0,1,0,0,0,0,8,3,0,0,1,13,0
193,2,2,1,13,1,3,0,1,0,5,0,0,0,0,0,1,4,4,1,1,0,0,0,0,0,0,18,1,0,0,1,5,0
266,8,8,1.751023,12,0,5,0,0,1,4,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,8,1,0,0,1,26,0
295,9,1,0,15.707922,1,2,1,0,0,3,0,0,1,0,0,0,4,2,1,0,0,0,0,0,0,1,24,1,0,0,1,22,0
145,0,1,1,24,0,9,0,0,1,3,0,1,0,0,0,0,4,2,1,0,0,0,0,0,1,0,13,1,0,1,0,22,0
160,3,2,1,18,0,9,1,0,0,3,0,0,0,1,0,0,2,3,0,1,0,0,0,0,0,0,15,1,0,0,1,1,0
176,4,3,3,19,0,1,1,0,0,1,0,1,0,0,0,0,4,3,0,1,0,0,0,0,0,0,9,3,0,0,1,9,0
127,0,1,1,11,1,1,1,0,0,3,0,0,0,0,1,0,3,2.931535,1,0,1,0,0,0,0,0,8,2,0,1,0,15,0
189,5,2,2,21,0,3,1,0,0,4,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,7,1,1,0,0,1,0
211,4.543491,2,2,19,0,3,1,0,0,3,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,20,3,0,0,1,8,0
219,4.543491,1,1,18,0,2,0,1,0,3,0,1,0,0,0,0,4,3,1,1,0,0,0,0,0,0,9,1,0,0,1,2,0
138,0,1,0,11,0,8,0,0,1,3,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,5,1,0,1,0,27,0
134,2,1,1,17,0,5,1,0,0,5,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,1,8,1,0,1,0,13,0
204,4,4,4,16,1,8,0,0,1,1,0,1,0,0,0,0,4,3,0,0,0,0,0,0,0,1,23,1,0,0,1,14,0
158,4,1,1,14,1,2,0,0,1,5,0,0,0,0,0,1,5,2,0,1,0,0,0,0,0,0,11,1,0,0,1,18,0
157,2,1,1,13,1,3,1,0,0,3,0,0,0,0,0,1,5,2,1,0,0,0,0,0,0,1,6,1,1,0,0,30,0
163,0,1,1,19,0,5,1,0,0,3,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,22,3,0,0,1,10,0
153,0,1,0,11,0,2,1,0,0,3,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,16,1,1,0,0,16,0
151,7,7,2,14,0,2,1,0,0,3,0,0,0,0,0,1,4,3,1,0,1,0,0,0,0,0,16,1,1,0,0,7,0
173,1,2,2,13,0,9,0,1,0,3,0,0,0,0,0,1,4,4,0,0,0,1,0,0,0,0,7,3,1,0,0,18,0
121,4,1,0,14,0,2,0,0,1,3,0,0,0,0,1,0,3,2,1,0,0,0,0,1,0,0,22,1,1,0,0,10.189899,0
139,2,1,1,11,0,3,0,1,0,4,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,10,3,0,1,0,5,0
289,14,4,1.751023,11,0,6,1,0,0,3,0,0,1,0,0,0,3,2,1,0,0,0,0,0,0,1,8,1,0,0,1,15,0
145,1,2,2,21,0,3,1,0,0,3,0,0,0,1,0,0,5,4,0,0,1,0,0,0,0,0,33,1,1,0,0,8,0
180,3,3,1,12,0,6,1,0,0,5,0,0,0,0,0,1,4,4,1,0,0,1,0,0,0,0,14,3,0,0,1,22,0
150,3,3,1,14,0,5,0,0,1,3,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,1,7,1,0,0,1,9,0
186,3,2,1,12,0,5,1,0,0,3,0,0,0,0,0,1,4,4,1,0,0,0,0,0,1,0,17,2,1,0,0,12,0
167,2,1,0,14,0,3,1,0,0,3,0,0,0,0,0,1,3,3,1,0,1,0,0,0,0,0,11,1,0,0,1,22,0
125,8,1,1,12,0,5,1,0,0,3,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,15.639896,1,0,1,0,14,0
164,3,2,1,15,0,4,1,0,0,5,0,0,0,1,0,0,5,3,0,1,0,0,0,0,0,0,7,1,0,0,1,11,0
141,2,2,0,13,0,2,1,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,8,1,0,1,0,15,0
124,2,4,2,23,0,1,1,0,0,3,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,1,15.639896,3,0,1,0,8,0
155,3,1,1,11,0,8,0,0,1,3,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,6,3,1,0,0,30,0
157,7,1,0,13,1,2,1,0,0,3,0,0,0,0,0,1,4,3,0,0,1,0,0,0,0,0,16,3,0,0,1,9,0
152,10,1,0,11,0,2,1,0,0,5,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,24,1,0,0,1,8,0
292,13,14,2,14,0,2,1,0,0,5,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,1,10,1,0,0,1,17,0
157,5,4,1,18,0,2,1,0,0,1,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,1,11,1,1,0,0,1,0
